,index,ms_subclass,ms_zoning,street,land_contour,lot_config,neighborhood,condition_1,condition_2,bldg_type,house_style,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,foundation,heating,central_air,garage_type,sale_type,saleprice
1732,1732,20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD ,109500
1733,1733,20,RL,Pave,Lvl,Inside,NAmes,PosN,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD ,163500
1734,1734,30,RL,Pave,Lvl,Corner,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,None,WD ,100000
1735,1735,60,RL,Pave,HLS,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,PConc,GasA,Y,Attchd,WD ,334000
1736,1736,20,RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,WD ,137250
1737,1737,60,RL,Pave,HLS,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,New,320000
1738,1738,20,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Detchd,WD ,162000
1739,1739,20,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,PConc,GasA,Y,Attchd,New,222000
1740,1740,60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD ,178000
1741,1741,30,RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,CBlock,GasA,Y,Attchd,WD ,119000
1742,1742,60,RL,Pave,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,Attchd,WD ,169500
1743,1743,60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD ,236000
1744,1744,120,RM,Pave,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,Attchd,New,294464
1745,1745,60,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,WD ,206900
1746,1746,60,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD ,233000
1747,1747,30,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,Detchd,COD,108000
1748,1748,60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD ,165000
1749,1749,20,RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,Detchd,WD ,134900
1750,1750,45,RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Y,Detchd,WD ,113000
1751,1751,20,RL,Pave,Low,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD ,147900
1752,1752,30,RL,Pave,Lvl,Corner,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,None,WD ,99900
1753,1753,160,RL,Pave,Lvl,FR2,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,Attchd,WD ,143000
1754,1754,50,RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,Detchd,WD ,114500
1755,1755,20,RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD ,129200
1756,1756,120,RM,Pave,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,Attchd,New,392500
1757,1757,70,RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,Stone,GasA,Y,Attchd,WD ,266500
1758,1758,80,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD ,177500
1759,1759,20,RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD ,139500
1760,1760,60,RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD ,170000
1761,1761,60,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,WD ,224500
1762,1762,60,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,BuiltIn,WD ,290000
1763,1763,50,RM,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,PConc,GasA,Y,Detchd,WD ,169500
1764,1764,20,RL,Pave,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD ,240000
1765,1765,20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD ,144000
1766,1766,60,RL,Pave,Lvl,Corner,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,CBlock,GasA,Y,Attchd,WD ,165000
1767,1767,120,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,ImStucc,None,PConc,GasA,Y,Attchd,WD ,145000
1768,1768,20,RL,Pave,Lvl,CulDSac,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Detchd,COD,114000
1769,1769,20,RL,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,New,395000
1770,1770,160,RM,Pave,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Detchd,WD ,105500
1771,1771,60,RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD ,254900
1772,1772,20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,Attchd,WD ,102000
1773,1773,60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD ,230000
1774,1774,70,RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD ,137500
1775,1775,30,RL,Pave,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,BrkTil,GasA,Y,Detchd,WD ,138000
1776,1776,80,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,WD ,156500
1777,1777,20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD ,124500
1778,1778,60,RL,Pave,Lvl,Inside,NWAmes,PosA,Norm,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,None,CBlock,GasA,Y,Attchd,WD ,190000
1779,1779,20,RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,159895
1780,1780,70,RL,Pave,Lvl,Inside,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,MetalSd,Wd Sdng,None,BrkTil,GasA,Y,BuiltIn,WD ,189000
1781,1781,20,RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,N,None,WD ,124000
1782,1782,20,RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Detchd,WD ,121500
1783,1783,90,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Detchd,WD ,146000
1784,1784,60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD ,235000
1785,1785,120,RM,Pave,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,Attchd,WD ,300000
1786,1786,160,RM,Pave,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,None,WD ,90500
1787,1787,90,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Detchd,WD ,142600
1788,1788,20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,227000
1789,1789,90,RL,Pave,HLS,Corner,Crawfor,Norm,Norm,Duplex,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD ,205000
1790,1790,20,RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,246900
1791,1791,70,C (all),Pave,Lvl,Corner,IDOTRR,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Stone,GasA,N,Detchd,WD ,89000
1792,1792,50,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,N,Detchd,WD ,64000
1793,1793,120,RL,Pave,Lvl,Inside,Greens,Norm,Norm,Twnhs,1Story,Gable,CompShg,Wd Sdng,Plywood,None,CBlock,GasA,Y,Attchd,WD ,170000
1794,1794,60,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,BuiltIn,New,582933
1795,1795,30,RM,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD ,110500
1796,1796,20,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Y,Attchd,WD ,110000
1797,1797,20,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,None,WD ,118000
1798,1798,60,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD ,284000
1799,1799,60,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD ,171000
1800,1800,60,RL,Pave,Lvl,Corner,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD ,193000
1801,1801,20,RL,Pave,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Y,Attchd,WD ,135000
1802,1802,70,RL,Pave,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,Stucco,None,BrkTil,GasA,Y,Detchd,WD ,167000
1803,1803,20,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,COD,105000
1804,1804,20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,214000
1805,1805,60,RL,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD ,279000
1806,1806,80,RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD ,184500
1807,1807,50,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD ,120000
1808,1808,60,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,WD ,171500
1809,1809,160,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,Detchd,New,164700
1810,1810,60,RL,Pave,Bnk,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD ,209000
1811,1811,120,RM,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,225000
1812,1812,50,RL,Pave,Lvl,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,VinylSd,None,PConc,GasA,Y,None,WD ,81000
1813,1813,20,RL,Pave,Lvl,CulDSac,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,336820
1814,1814,60,RL,Pave,Low,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD ,277000
1815,1815,20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,Detchd,WD ,117600
1816,1816,50,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD ,140000
1817,1817,20,RL,Pave,Lvl,Inside,CollgCr,PosN,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,395039
1818,1818,60,RL,Pave,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,New,181755
1819,1819,20,RL,Pave,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,New,186800
1820,1820,60,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD ,177500
1821,1821,30,RL,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD ,64500
1822,1822,120,FV,Pave,Lvl,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,Attchd,WD ,260000
1823,1823,20,RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,New,185485
1824,1824,30,RM,Pave,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD ,105000
1825,1825,80,RL,Pave,Lvl,FR2,Veenker,Feedr,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD ,187000
1826,1826,20,RL,Pave,Lvl,Corner,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD ,202500
1827,1827,20,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,245700
1828,1828,160,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD ,128000
1829,1829,60,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,275500
1830,1830,60,RL,Pave,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD ,225000
1831,1831,80,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,BrkFace,Plywood,None,CBlock,GasA,Y,Attchd,WD ,138000
1832,1832,160,RM,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,CBlock,GasA,Y,Detchd,WD ,88000
1833,1833,60,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD ,380000
1834,1834,20,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,256000
1835,1835,20,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Detchd,WD ,134800
1836,1836,160,RM,Pave,Lvl,Inside,Blueste,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD ,121000
1837,1837,60,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,227875
1838,1838,20,RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD ,245350
1839,1839,90,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,N,None,WD ,93500
1840,1840,30,RL,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,Basment,COD,83000
1841,1841,60,RL,Pave,Low,Corner,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,WD ,240000
1842,1842,45,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,CBlock,GasA,N,Detchd,WD ,113000
1843,1843,20,RL,Pave,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,WD ,155000
1844,1844,20,RL,Pave,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,WD ,142000
1845,1845,45,RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,Detchd,WD ,119000
1846,1846,50,RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD ,160000
1847,1847,60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD ,193000
1848,1848,60,RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,263000
1849,1849,20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,164990
1850,1850,20,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Detchd,WD ,119000
1851,1851,20,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD ,238500
1852,1852,20,RL,Pave,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,Gable,WdShngl,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD ,280000
1853,1853,120,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,193800
1854,1854,120,RM,Pave,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,Attchd,WD ,129900
1855,1855,20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Detchd,WD ,145000
1856,1856,20,RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,275000
1857,1857,90,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,Stone,None,Slab,Wall,N,Detchd,WD ,81400
1858,1858,20,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasW,Y,Detchd,WD ,125000
1859,1859,30,RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,Oth,80000
1860,1860,30,RL,Pave,Bnk,Inside,SWISU,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,VinylSd,BrkFace,BrkTil,GasA,N,Detchd,WD ,104000
1861,1861,20,RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD ,260400
1862,1862,60,RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,WD ,176000
1863,1863,20,RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD ,123000
1864,1864,60,RL,Pave,Lvl,FR2,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD ,291000
1865,1865,20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD ,132000
1866,1866,60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD ,176000
1867,1867,20,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Detchd,WD ,177625
1868,1868,50,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Y,Attchd,WD ,104900
1869,1869,60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD ,196000
1870,1870,120,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,WD ,280000
1871,1871,80,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,BuiltIn,WD ,168500
1872,1872,60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,WD ,170000
1873,1873,20,RL,Pave,Lvl,Inside,Mitchel,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,2Types,WD ,130000
1874,1874,50,RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD ,150000
1875,1875,20,RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD ,145000
1876,1876,90,RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Detchd,WD ,188000
